0.0,0.0,0,0,0
0.0, 0.001040, 0,0,0
0.0, -0.003400, 0,0,0
0.0, 0.001470, 0,0,0
0.0, 0.000530, 0,0,0
0.0, 0.001810, 0,0,0
0.0, -0.003860, 0,0,0
0.0, 0.004840, 0,0,0
0.0, -0.000840, 0,0,0
0.0, 0.003410, 0,0,0
0.0, 0.001160, 0,0,0
0.0, -0.001910, 0,0,0
0.0, 0.004410, 0,0,0
0.0, -0.004000, 0,0,0
0.0, 0.003360, 0,0,0
0.0, 0.003410, 0,0,0
0.0, -0.000330, 0,0,0
0.0, -0.001040, 0,0,0
0.0, -0.000830, 0,0,0
0.0, 0.002300, 0,0,0
0.0, 0.001100, 0,0,0
0.0, 0.002070, 0,0,0
0.0, -0.002420, 0,0,0
0.0, 0.002010, 0,0,0
0.0, 0.004240, 0,0,0
0.0, 0.000950, 0,0,0
0.0, -0.003570, 0,0,0
0.0, -0.004420, 0,0,0
0.0, -0.001630, 0,0,0
0.0, -0.003460, 0,0,0
0.0, 0.004970, 0,0,0
0.0, 0.000380, 0,0,0
0.0, -0.000330, 0,0,0
0.0, -0.002880, 0,0,0
0.0, 0.002340, 0,0,0
0.0, -0.004830, 0,0,0
0.0, 0.001930, 0,0,0
0.0, -0.001010, 0,0,0
0.0, -0.001090, 0,0,0
0.0, 0.002880, 0,0,0
0.0, -0.003860, 0,0,0
0.0, 0.001950, 0,0,0
0.0, 0.003480, 0,0,0
0.0, 0.001620, 0,0,0
0.0, 0.001130, 0,0,0
0.0, -0.001440, 0,0,0
0.0, -0.002540, 0,0,0
0.0, -0.001040, 0,0,0
0.0, -0.000320, 0,0,0
0.0, 0.000410, 0,0,0
0.0, -0.001520, 0,0,0
0.0, 0.001730, 0,0,0
0.0, -0.004460, 0,0,0
0.0, 0.001320, 0,0,0
0.0, -0.004440, 0,0,0
0.0, 0.004930, 0,0,0
0.0, -0.000170, 0,0,0
0.0, 0.002270, 0,0,0
0.0, 0.004760, 0,0,0
0.0, -0.000920, 0,0,0
0.0, 0.002950, 0,0,0
0.0, -0.003780, 0,0,0
0.0, 0.004410, 0,0,0
0.0, 0.002390, 0,0,0
0.0, 0.001970, 0,0,0
0.0, -0.003910, 0,0,0
0.0, 0.000020, 0,0,0
0.0, -0.002100, 0,0,0
0.0, 0.002140, 0,0,0
0.0, -0.003650, 0,0,0
0.0, -0.001760, 0,0,0
0.0, 0.000420, 0,0,0
0.0, -0.004600, 0,0,0
0.0, -0.002750, 0,0,0
0.0, 0.001230, 0,0,0
0.0, 0.002710, 0,0,0
0.0, 0.001450, 0,0,0
0.0, 0.002000, 0,0,0
0.0, -0.001700, 0,0,0
0.0, -0.002190, 0,0,0
0.0, -0.000660, 0,0,0
0.0, -0.003240, 0,0,0
0.0, 0.001090, 0,0,0
0.0, -0.003190, 0,0,0
0.0, -0.003440, 0,0,0
0.0, 0.003200, 0,0,0
0.0, -0.004430, 0,0,0
0.0, 0.000750, 0,0,0
0.0, -0.000210, 0,0,0
0.0, 0.004340, 0,0,0
0.0, -0.004140, 0,0,0
0.0, -0.003830, 0,0,0
0.0, -0.002610, 0,0,0
0.0, 0.001010, 0,0,0
0.0, -0.001880, 0,0,0
0.0, -0.002620, 0,0,0
0.0, 0.000950, 0,0,0
0.0, 0.003750, 0,0,0
0.0, 0.000150, 0,0,0
0.0, 0.002780, 0,0,0
0.0, -0.003730, 0,0,0
0.0, -0.000290, 0,0,0
0.0, 0.004990, 0,0,0
0.0, -0.003610, 0,0,0
0.0, 0.004810, 0,0,0
0.0, -0.003150, 0,0,0
0.0, 0.002570, 0,0,0
0.0, 0.001850, 0,0,0
0.0, -0.004660, 0,0,0
0.0, -0.004360, 0,0,0
0.0, -0.003090, 0,0,0
0.0, 0.000080, 0,0,0
0.0, 0.002800, 0,0,0
0.0, -0.000760, 0,0,0
0.0, 0.002110, 0,0,0
0.0, 0.001790, 0,0,0
0.0, 0.002390, 0,0,0
0.0, 0.003260, 0,0,0
0.0, 0.004980, 0,0,0
0.0, 0.004550, 0,0,0
0.0, 0.002590, 0,0,0
0.0, 0.000850, 0,0,0
0.0, -0.002020, 0,0,0
0.0, 0.002780, 0,0,0
0.0, -0.000040, 0,0,0
0.0, 0.004330, 0,0,0
0.0, 0.001070, 0,0,0
0.0, 0.000210, 0,0,0
0.0, 0.002820, 0,0,0
0.0, 0.002800, 0,0,0
0.0, -0.004160, 0,0,0
0.0, 0.001500, 0,0,0
0.0, 0.003070, 0,0,0
0.0, 0.002890, 0,0,0
0.0, -0.001340, 0,0,0
0.0, 0.004460, 0,0,0
0.0, -0.002830, 0,0,0
0.0, 0.004690, 0,0,0
0.0, 0.000560, 0,0,0
0.0, 0.003240, 0,0,0
0.0, -0.004320, 0,0,0
0.0, -0.004100, 0,0,0
0.0, 0.000270, 0,0,0
0.0, -0.003720, 0,0,0
0.0, -0.001960, 0,0,0
0.0, -0.004300, 0,0,0
0.0, 0.000450, 0,0,0
0.0, 0.001010, 0,0,0
0.0, -0.003930, 0,0,0
0.0, -0.001940, 0,0,0
0.0, -0.003390, 0,0,0
0.0, -0.002400, 0,0,0
0.0, -0.001510, 0,0,0
0.0, -0.001780, 0,0,0
0.0, -0.000770, 0,0,0
0.0, 0.002270, 0,0,0
0.0, -0.004350, 0,0,0
0.0, -0.001620, 0,0,0
0.0, 0.004530, 0,0,0
0.0, 0.001270, 0,0,0
0.0, -0.001180, 0,0,0
0.0, 0.003510, 0,0,0
0.0, 0.001230, 0,0,0
0.0, -0.001450, 0,0,0
0.0, 0.004740, 0,0,0
0.0, -0.003410, 0,0,0
0.0, 0.004230, 0,0,0
0.0, -0.002430, 0,0,0
0.0, 0.002440, 0,0,0
0.0, -0.004020, 0,0,0
0.0, 0.001220, 0,0,0
0.0, 0.001800, 0,0,0
0.0, 0.002890, 0,0,0
0.0, -0.001490, 0,0,0
0.0, 0.002490, 0,0,0
0.0, 0.002710, 0,0,0
0.0, 0.002490, 0,0,0
0.0, -0.004430, 0,0,0
0.0, 0.003630, 0,0,0
0.0, 0.002300, 0,0,0
0.0, -0.000490, 0,0,0
0.0, 0.001760, 0,0,0
0.0, -0.003650, 0,0,0
0.0, 0.002030, 0,0,0
0.0, -0.001800, 0,0,0
0.0, -0.003330, 0,0,0
0.0, -0.003760, 0,0,0
0.0, -0.001500, 0,0,0
0.0, 0.004270, 0,0,0
0.0, -0.003990, 0,0,0
0.0, 0.002460, 0,0,0
0.0, -0.001110, 0,0,0
0.0, -0.003420, 0,0,0
0.0, -0.003320, 0,0,0
0.0, 0.001270, 0,0,0
0.0, -0.002570, 0,0,0
0.0, 0.003910, 0,0,0
0.0, -0.003510, 0,0,0
0.0, -0.000590, 0,0,0
0.0, -0.003580, 0,0,0
0.0, 0.001570, 0,0,0
0.0, -0.001920, 0,0,0
0.0, 0.001550, 0,0,0
0.0, -0.003940, 0,0,0
0.0, -0.004590, 0,0,0
0.0, 0.111550, 204,0,0
0.0, 0.016200, 204,204,204
0.0, 0.055640, 204,408,408
0.0, 0.101930, 204,612,612
0.0, 0.073720, 204,816,816
0.0, -0.064340, 204,1020,1020
0.0, -0.037950, 204,1224,1224
0.0, 0.011600, 204,1428,1428
0.0, -0.029320, 204,1632,1632
0.0, 0.016510, 204,1836,1836
0.0, 0.022110, 204,2040,2040
0.0, 0.035920, 204,2244,2244
0.0, -0.095820, 204,2448,2448
0.0, -0.025730, 204,2652,2652
0.0, 0.110810, 204,2856,2856
0.0, -0.014390, 204,3060,3060
0.0, 0.052060, 204,3264,3264
0.0, -0.006010, 204,3468,3468
0.0, 0.100610, 204,3672,3672
